old_id,id_x,truth,premise,hypothesis,true_premise_amr,hand_hypothesis_amr,raw_pred_gpt4,gpt3_amr,okay,id
ldc_dfb_training_24129,ldc_slang_029,0,I consider them neither better nor worse than the gobshites in office here.,I consider them neither better nor worse than the mouth-feces in office here.,"(c / consider-01
      :ARG0 (i / i)
      :ARG1 (o / or
            :op1 (h / have-degree-91 :polarity -
                  :ARG1 (t / they)
                  :ARG2 (g / good-04
                        :ARG1 t)
                  :ARG3 (m / more)
                  :ARG4 (g2 / gobshite
                        :location (o2 / office
                              :location (h2 / here))))
            :op2 (h3 / have-degree-91 :polarity -
                  :ARG1 t
                  :ARG2 (b / bad-07
                        :ARG1 t)
                  :ARG3 (m2 / more)
                  :ARG4 g2)))
",,"(c / consider-01
      :ARG0 (i / i)
      :ARG1 (o / or
            :op1 (h / have-degree-91 :polarity -
                  :ARG1 (t / they)
                  :ARG2 (g / good-04
                        :ARG1 t)
                  :ARG3 (m / more)
                  :ARG4 (m2 / mouth-feces
                        :location (o2 / office
                              :location (h2 / here))))
            :op2 (h3 / have-degree-91 :polarity -
                  :ARG1 t
                  :ARG2 (b / bad-07
                        :ARG1 t)
                  :ARG3 (m3 / more)
                  :ARG4 m2)))","(c / consider-01
      :ARG0 (i / i)
      :ARG1 (o / or
            :op1 (h / have-degree-91 :polarity -
                  :ARG1 (t / they)
                  :ARG2 (g / good-04
                        :ARG1 t)
                  :ARG3 (m / more)
                  :ARG4 (m / mouth-feces
                        :location (o2 / office
                              :location (h2 / here))))
            :op2 (h3 / have-degree-91 :polarity -
                  :ARG1 t
                  :ARG2 (b / bad-07
                        :ARG1 t)
                  :ARG3 (m2 / more)
                  :ARG4 g2)))",gpt4,ldc_slang_029_nonpara
ldc_dfa_training_05898,ldc_slang_030,1,I can't believe I was stupid enough to buy all the tripe about what Iraq could become if we just remove the dictator.,I can't believe I was stupid enough to buy all the nonsense about what Iraq could become if we just remove the dictator.,"(p / possible-01 :polarity -
      :ARG1 (b / believe-01
            :ARG0 (i / i)
            :ARG1 (h3 / have-degree-91
                  :ARG1 i
                  :ARG2 (s / stupid)
                  :ARG3 (e / enough)
                  :ARG6 (b2 / buy-05
                        :ARG0 i
                        :ARG1 (t / tripe
                              :mod (a / all)
                              :topic (h / have-condition-91
                                    :ARG1 (p2 / possible-01
                                          :ARG1 (b3 / become-01
                                                :ARG1 (c2 / country :wiki ""Iraq"" :name (n / name :op1 ""Iraq""))))
                                    :ARG2 (r / remove-01
                                          :ARG0 (w / we)
                                          :ARG1 (p3 / person
                                                :ARG0-of (h2 / have-org-role-91
                                                      :ARG2 (d / dictator)))
                                          :mod (j / just))))))))
","(p / possible-01 :polarity -
      :ARG1 (b / believe-01
            :ARG0 (i / i)
            :ARG1 (h3 / have-degree-91
                  :ARG1 i
                  :ARG2 (s / stupid)
                  :ARG3 (e / enough)
                  :ARG6 (b2 / buy-05
                        :ARG0 i
                        :ARG1 (n / nonsense
                              :mod (a / all)
                              :topic (h / have-condition-91
                                    :ARG1 (p2 / possible-01
                                          :ARG1 (b3 / become-01
                                                :ARG1 (c2 / country :wiki ""Iraq"" :name (n2 / name :op1 ""Iraq""))))
                                    :ARG2 (r / remove-01
                                          :ARG0 (w / we)
                                          :ARG1 (p3 / person
                                                :ARG0-of (h2 / have-org-role-91
                                                      :ARG2 (d / dictator)))
                                          :mod (j / just))))))))","(p / possible-01 :polarity -
      :ARG1 (b / believe-01
            :ARG0 (i / i)
            :ARG1 (h3 / have-degree-91
                  :ARG1 i
                  :ARG2 (s / stupid)
                  :ARG3 (e / enough)
                  :ARG6 (b2 / buy-05
                        :ARG0 i
                        :ARG1 (n / nonsense
                              :mod (a / all)
                              :topic (h / have-condition-91
                                    :ARG1 (p2 / possible-01
                                          :ARG1 (b3 / become-01
                                                :ARG1 (c2 / country :wiki ""Iraq"" :name (n2 / name :op1 ""Iraq""))))
                                    :ARG2 (r / remove-01
                                          :ARG0 (w / we)
                                          :ARG1 (p3 / person
                                                :ARG0-of (h2 / have-org-role-91
                                                      :ARG2 (d / dictator)))
                                          :mod (j / just))))))))","(p / possible-01 :polarity -
      :ARG1 (b / believe-01
            :ARG0 (i / i)
            :ARG1 (h3 / have-degree-91
                  :ARG1 i
                  :ARG2 (s / stupid)
                  :ARG3 (e / enough)
                  :ARG6 (b2 / buy-05
                        :ARG0 i
                        :ARG1 (n / nonsense
                              :mod (a / all)
                              :topic (h / have-condition-91
                                    :ARG1 (p2 / possible-01
                                          :ARG1 (b3 / become-01
                                                :ARG1 (c2 / country :wiki ""Iraq"" :name (n / name :op1 ""Iraq""))))
                                    :ARG2 (r / remove-01
                                          :ARG0 (w / we)
                                          :ARG1 (p3 / person
                                                :ARG0-of (h2 / have-org-role-91
                                                      :ARG2 (d / dictator)))
                                          :mod (j / just))))))))",gpt4,ldc_slang_030_para
ldc_dfa_training_05898,ldc_slang_030,0,I can't believe I was stupid enough to buy all the tripe about what Iraq could become if we just remove the dictator.,I can't believe I was stupid enough to buy all the stomach lining of a cow about what Iraq could become if we just remove the dictator.,"(p / possible-01 :polarity -
      :ARG1 (b / believe-01
            :ARG0 (i / i)
            :ARG1 (h3 / have-degree-91
                  :ARG1 i
                  :ARG2 (s / stupid)
                  :ARG3 (e / enough)
                  :ARG6 (b2 / buy-05
                        :ARG0 i
                        :ARG1 (t / tripe
                              :mod (a / all)
                              :topic (h / have-condition-91
                                    :ARG1 (p2 / possible-01
                                          :ARG1 (b3 / become-01
                                                :ARG1 (c2 / country :wiki ""Iraq"" :name (n / name :op1 ""Iraq""))))
                                    :ARG2 (r / remove-01
                                          :ARG0 (w / we)
                                          :ARG1 (p3 / person
                                                :ARG0-of (h2 / have-org-role-91
                                                      :ARG2 (d / dictator)))
                                          :mod (j / just))))))))
",,"(p / possible-01 :polarity -
      :ARG1 (b / believe-01
            :ARG0 (i / i)
            :ARG1 (h3 / have-degree-91
                  :ARG1 i
                  :ARG2 (s / stupid)
                  :ARG3 (e / enough)
                  :ARG6 (b2 / buy-05
                        :ARG0 i
                        :ARG1 (t / tripe
                              :mod (a / all)
                              :topic (h / have-condition-91
                                    :ARG1 (p2 / possible-01
                                          :ARG1 (b3 / become-01
                                                :ARG1 (c2 / country :wiki ""Iraq"" :name (n / name :op1 ""Iraq""))))
                                    :ARG2 (r / remove-01
                                          :ARG0 (w / we)
                                          :ARG1 (p3 / person
                                                :ARG0-of (h2 / have-org-role-91
                                                      :ARG2 (d / dictator)))
                                          :mod (j / just))))))))
:instance (s2 / stomach-lining
           :part-of (c / cow)))","(p / possible-01 :polarity -
      :ARG1 (b / believe-01
            :ARG0 (i / i)
            :ARG1 (h3 / have-degree-91
                  :ARG1 i
                  :ARG2 (s / stupid)
                  :ARG3 (e / enough)
                  :ARG6 (b2 / buy-05
                        :ARG0 i
                        :ARG1 (t / tripe
                              :mod (a / all)
                              :topic (h / have-condition-91
                                    :ARG1 (p2 / possible-01
                                          :ARG1 (b3 / become-01
                                                :ARG1 (c2 / country :wiki ""Iraq"" :name (n / name :op1 ""Iraq""))))
                                    :ARG2 (r / remove-01
                                          :ARG0 (w / we)
                                          :ARG1 (p3 / person
                                                :ARG0-of (h2 / have-org-role-91
                                                      :ARG2 (d / dictator)))
                                          :mod (j / just))))))))",gpt4,ldc_slang_030_nonpara
ldc_dfa_training_07054,ldc_slang_031,1,Hey man whatever floats your boat and if it keeps you out of trouble then you wire in with your stamp collecting.,Hey man whatever brings you joy and if it keeps you out of trouble then you wire in with your stamp collecting.,"(s / say-01
      :ARG1 (a / and
            :op1 (f / float-01
                  :ARG0 (w / whatever)
                  :ARG1 (b / boat
                        :poss m))
            :op2 (h2 / have-condition-91
                  :ARG1 (w2 / wire-02
                        :ARG1 m
                        :ARG2 (c / collect-01
                              :ARG0 m
                              :ARG1 (s2 / stamp)))
                  :ARG2 (k / keep-04
                        :ARG0 (i3 / it)
                        :ARG1 (i2 / in-trouble-02 :polarity -
                              :ARG1 m)))
            :mod (h / hey :mode expressive))
      :ARG2 (m / man))
","(s / say-01
      :ARG1 (a / and
            :op1 (b / bring-01
                  :ARG0 (w / whatever)
                  :ARG1 (j / joy
                        :poss m))
            :op2 (h2 / have-condition-91
                  :ARG1 (w2 / wire-02
                        :ARG1 m
                        :ARG2 (c / collect-01
                              :ARG0 m
                              :ARG1 (s2 / stamp)))
                  :ARG2 (k / keep-04
                        :ARG0 (i3 / it)
                        :ARG1 (i2 / in-trouble-02 :polarity -
                              :ARG1 m)))
            :mod (h / hey :mode expressive))
      :ARG2 (m / man))","(s / say-01
      :ARG1 (a / and
            :op1 (b / bring-01
                  :ARG0 (w / whatever)
                  :ARG1 (j / joy
                        :poss m))
            :op2 (h2 / have-condition-91
                  :ARG1 (w2 / wire-02
                        :ARG1 m
                        :ARG2 (c / collect-01
                              :ARG0 m
                              :ARG1 (s2 / stamp)))
                  :ARG2 (k / keep-04
                        :ARG0 (i3 / it)
                        :ARG1 (i2 / in-trouble-02 :polarity -
                              :ARG1 m)))
            :mod (h / hey :mode expressive))
      :ARG2 (m / man))","(s / say-01
      :ARG1 (a / and
            :op1 (f / bring-01
                  :ARG0 (w / whatever)
                  :ARG1 (j / joy
                        :poss y))
            :op2 (h2 / have-condition-91
                  :ARG1 (w2 / wire-02
                        :ARG1 y
                        :ARG2 (c / collect-01
                              :ARG0 y
                              :ARG1 (s2 / stamp)))
                  :ARG2 (k / keep-04
                        :ARG0 (i3 / it)
                        :ARG1 (i2 / in-trouble-02 :polarity -
                              :ARG1 y)))
            :mod (h / hey :mode expressive))
      :ARG2 (m / man))",gpt4,ldc_slang_031_para
ldc_dfa_training_07054,ldc_slang_031,0,Hey man whatever floats your boat and if it keeps you out of trouble then you wire in with your stamp collecting.,"Hey man, whatever helps your boat to stay buoyant, and if it keeps you out of trouble, then you should continue with your stamp collecting.","(s / say-01
      :ARG1 (a / and
            :op1 (f / float-01
                  :ARG0 (w / whatever)
                  :ARG1 (b / boat
                        :poss m))
            :op2 (h2 / have-condition-91
                  :ARG1 (w2 / wire-02
                        :ARG1 m
                        :ARG2 (c / collect-01
                              :ARG0 m
                              :ARG1 (s2 / stamp)))
                  :ARG2 (k / keep-04
                        :ARG0 (i3 / it)
                        :ARG1 (i2 / in-trouble-02 :polarity -
                              :ARG1 m)))
            :mod (h / hey :mode expressive))
      :ARG2 (m / man))
","(s / say-01
      :ARG1 (a / and
            :op1 (h / help-01
                  :ARG0 (w / whatever)
                  :ARG1 (b / boat
                        :poss m)
                  :ARG2 (s / stay-01
                        :ARG1 b
                        :ARG2 (b2 / buoyant)))
            :op2 (h2 / have-condition-91
                  :ARG1 (c / continue-01
                        :ARG0 m
                        :ARG1 (c2 / collect-01
                              :ARG0 m
                              :ARG1 (s2 / stamp)))
                  :ARG2 (k / keep-04
                        :ARG0 (i3 / it)
                        :ARG1 (i2 / in-trouble-02 :polarity -
                              :ARG1 m)))
            :mod (h / hey :mode expressive))
      :ARG2 (m / man))","(s / say-01
      :ARG1 (a / and
            :op1 (h / help-01
                  :ARG0 (w / whatever)
                  :ARG1 (b / boat
                        :poss m)
                  :ARG2 (s / stay-01
                        :ARG1 b
                        :ARG2 (b2 / buoyant)))
            :op2 (h2 / have-condition-91
                  :ARG1 (c / continue-01
                        :ARG0 m
                        :ARG1 (c2 / collect-01
                              :ARG0 m
                              :ARG1 (s2 / stamp)))
                  :ARG2 (k / keep-04
                        :ARG0 (i3 / it)
                        :ARG1 (i2 / in-trouble-02 :polarity -
                              :ARG1 m)))
            :mod (h / hey :mode expressive))
      :ARG2 (m / man))","(s / say-01
      :ARG1 (a / and
            :op1 (h / help-01
                  :ARG0 (w / whatever)
                  :ARG1 (b / boat
                        :ARG0-of (s2 / stay-01
                              :ARG1 (b2 / buoyant)))
                  :ARG2 (y / you))
            :op2 (h2 / have-condition-91
                  :ARG1 (c / continue-01
                        :ARG0 y
                        :ARG1 (c2 / collect-01
                              :ARG0 y
                              :ARG1 (s3 / stamp)))
                  :ARG2 (k / keep-04
                        :ARG0 (i3 / it)
                        :ARG1 (i2 / in-trouble-02 :polarity -
                              :ARG1 y)))
            :mod (h3 / hey :mode expressive))
      :ARG2 (m / man))",gpt4,ldc_slang_031_nonpara
ldc_dfb_training_18139,ldc_slang_032,1,Even making him do a 20 year stretch would have the desired detterent effect.,Even making him do a 20 year prison sentence would have the desired deterrent effect.,"(a / affect-01
      :ARG0 (m / make-02
            :ARG1 (d3 / do-02
                  :ARG0 (h / he)
                  :ARG1 (s / stretch
                        :duration (t / temporal-quantity :quant 20
                              :unit (y / year))))
            :mod (e / even))
      :ARG2 (d / deter-01)
      :ARG1-of (d2 / desire-01))
","(a / affect-01
      :ARG0 (m / make-02
            :ARG1 (d3 / do-02
                  :ARG0 (h / he)
                  :ARG1 (s / sentence
                        :mod (p / prison)
                        :duration (t / temporal-quantity :quant 20
                              :unit (y / year))))
            :mod (e / even))
      :ARG2 (d / deter-01)
      :ARG1-of (d2 / desire-01))","(a / affect-01
      :ARG0 (m / make-02
            :ARG1 (d3 / do-02
                  :ARG0 (h / he)
                  :ARG1 (s / sentence
                        :mod (p / prison)
                        :duration (t / temporal-quantity :quant 20
                              :unit (y / year))))
            :mod (e / even))
      :ARG2 (d / deter-01)
      :ARG1-of (d2 / desire-01))","(a / affect-01
      :ARG0 (m / make-02
            :ARG1 (d3 / do-02
                  :ARG0 (h / he)
                  :ARG1 (s / sentence
                        :mod (p / prison)
                        :mod (t / temporal-quantity :quant 20
                              :unit (y / year))))
            :mod (e / even))
      :ARG2 (d / deter-01)
      :ARG1-of (d2 / desire-01))",gpt4,ldc_slang_032_para
ldc_dfb_training_18139,ldc_slang_032,0,Even making him do a 20 year stretch would have the desired detterent effect.,Even making him do a 20 year elongation would have the desired deterrent effect.,"(a / affect-01
      :ARG0 (m / make-02
            :ARG1 (d3 / do-02
                  :ARG0 (h / he)
                  :ARG1 (s / stretch
                        :duration (t / temporal-quantity :quant 20
                              :unit (y / year))))
            :mod (e / even))
      :ARG2 (d / deter-01)
      :ARG1-of (d2 / desire-01))
","(a / affect-01
      :ARG0 (m / make-02
            :ARG1 (d3 / do-02
                  :ARG0 (h / he)
                  :ARG1 (e / elongation
                        :duration (t / temporal-quantity :quant 20
                              :unit (y / year))))
            :mod (e2 / even))
      :ARG2 (d / deter-01)
      :ARG1-of (d2 / desire-01))","(a / affect-01
      :ARG0 (m / make-02
            :ARG1 (d3 / do-02
                  :ARG0 (h / he)
                  :ARG1 (e / elongation
                        :duration (t / temporal-quantity :quant 20
                              :unit (y / year))))
            :mod (e2 / even))
      :ARG2 (d / deter-01)
      :ARG1-of (d2 / desire-01))","(a / affect-01
      :ARG0 (m / make-02
            :ARG1 (d3 / do-02
                  :ARG0 (h / he)
                  :ARG1 (e / elongation
                        :duration (t / temporal-quantity :quant 20
                              :unit (y / year))))
            :mod (e2 / even))
      :ARG2 (d / deter-01)
      :ARG1-of (d2 / desire-01))",gpt4,ldc_slang_032_nonpara
ldc_dfa_training_03845,ldc_slang_033,1,China lets like hang out together n attack ppl who try to stop us killin our peeps,China lets like hang out together and attack people who try to stop us killing our friends.,"(s2 / say-01
      :ARG0 (c2 / country :wiki ""China"" :name (n / name :op1 ""China""))
      :ARG1 (a / and
            :op1 (h / hang-out-06 :mode imperative
                  :ARG1 w
                  :manner (t / together))
            :op2 (a2 / attack-01 :mode imperative
                  :ARG0 (w / we)
                  :ARG1 (p / person
                        :ARG0-of (t2 / try-01
                              :ARG1 (s / stop-03
                                    :ARG0 p
                                    :ARG1 w
                                    :ARG2 (k / kill-01
                                          :ARG0 w
                                          :ARG1 (p2 / peep
                                                :poss w))))))))
","(s2 / say-01
      :ARG0 (c2 / country :wiki ""China"" :name (n / name :op1 ""China""))
      :ARG1 (a / and
            :op1 (h / hang-out-06 :mode imperative
                  :ARG1 w
                  :manner (t / together))
            :op2 (a2 / attack-01 :mode imperative
                  :ARG0 (w / we)
                  :ARG1 (p / person
                        :ARG0-of (t2 / try-01
                              :ARG1 (s / stop-03
                                    :ARG0 p
                                    :ARG1 w
                                    :ARG2 (k / kill-01
                                          :ARG0 w
                                          :ARG1 (f / friend
                                                :poss w))))))))","(s2 / say-01
      :ARG0 (c2 / country :wiki ""China"" :name (n / name :op1 ""China""))
      :ARG1 (a / and
            :op1 (h / hang-out-06 :mode imperative
                  :ARG1 w
                  :manner (t / together))
            :op2 (a2 / attack-01 :mode imperative
                  :ARG0 (w / we)
                  :ARG1 (p / person
                        :ARG0-of (t2 / try-01
                              :ARG1 (s / stop-03
                                    :ARG0 p
                                    :ARG1 w
                                    :ARG2 (k / kill-01
                                          :ARG0 w
                                          :ARG1 (f / friend
                                                :poss w))))))))","(s2 / say-01
      :ARG0 (c2 / country :wiki ""China"" :name (n / name :op1 ""China""))
      :ARG1 (a / and
            :op1 (h / hang-out-06 :mode imperative
                  :ARG1 w
                  :manner (t / together))
            :op2 (a2 / attack-01 :mode imperative
                  :ARG0 (w / we)
                  :ARG1 (p / person
                        :ARG0-of (t2 / try-01
                              :ARG1 (s / stop-03
                                    :ARG0 p
                                    :ARG1 w
                                    :ARG2 (k / kill-01
                                          :ARG0 w
                                          :ARG1 (p2 / person
                                                :poss w))))))))",gpt4,ldc_slang_033_para
ldc_dfa_training_03845,ldc_slang_033,0,China lets like hang out together n attack ppl who try to stop us killin our peeps,China lets like hang out together and attack people who try to stop us killing our baby chickens.,"(s2 / say-01
      :ARG0 (c2 / country :wiki ""China"" :name (n / name :op1 ""China""))
      :ARG1 (a / and
            :op1 (h / hang-out-06 :mode imperative
                  :ARG1 w
                  :manner (t / together))
            :op2 (a2 / attack-01 :mode imperative
                  :ARG0 (w / we)
                  :ARG1 (p / person
                        :ARG0-of (t2 / try-01
                              :ARG1 (s / stop-03
                                    :ARG0 p
                                    :ARG1 w
                                    :ARG2 (k / kill-01
                                          :ARG0 w
                                          :ARG1 (p2 / peep
                                                :poss w))))))))
","(s2 / say-01
      :ARG0 (c2 / country :wiki ""China"" :name (n / name :op1 ""China""))
      :ARG1 (a / and
            :op1 (h / hang-out-06 :mode imperative
                  :ARG1 w
                  :manner (t / together))
            :op2 (a2 / attack-01 :mode imperative
                  :ARG0 (w / we)
                  :ARG1 (p / person
                        :ARG0-of (t2 / try-01
                              :ARG1 (s / stop-03
                                    :ARG0 p
                                    :ARG1 w
                                    :ARG2 (k / kill-01
                                          :ARG0 w
                                          :ARG1 (c / chicken
                                                :mod (b / baby)
                                                :poss w))))))))","(s2 / say-01
      :ARG0 (c2 / country :wiki ""China"" :name (n / name :op1 ""China""))
      :ARG1 (a / and
            :op1 (h / hang-out-06 :mode imperative
                  :ARG1 w
                  :manner (t / together))
            :op2 (a2 / attack-01 :mode imperative
                  :ARG0 (w / we)
                  :ARG1 (p / person
                        :ARG0-of (t2 / try-01
                              :ARG1 (s / stop-03
                                    :ARG0 p
                                    :ARG1 w
                                    :ARG2 (k / kill-01
                                          :ARG0 w
                                          :ARG1 (c / chicken
                                                :mod (b / baby)
                                                :poss w))))))))","(s2 / say-01
      :ARG0 (c2 / country :wiki ""China"" :name (n / name :op1 ""China""))
      :ARG1 (a / and
            :op1 (h / hang-out-06 :mode imperative
                  :ARG1 w
                  :manner (t / together))
            :op2 (a2 / attack-01 :mode imperative
                  :ARG0 (w / we)
                  :ARG1 (p / person
                        :ARG0-of (t2 / try-01
                              :ARG1 (s / stop-03
                                    :ARG0 p
                                    :ARG1 w
                                    :ARG2 (k / kill-01
                                          :ARG0 w
                                          :ARG1 (p2 / peep
                                                :poss w))))))))
      :ARG2 (c3 / chicken
            :mod (b / baby)))",gpt4,ldc_slang_033_nonpara
ldc_dfb_training_14016,ldc_slang_034,1,But the primary issue here is that he was a nutter who decided to kill people who pissed him off.,But the primary issue here is that he was a nutter who decided to kill people who angered or annoyed him.,"(c / contrast-01
      :ARG2 (i2 / issue-02
            :ARG0 (n / nutter
                  :domain (h / he)
                  :ARG0-of (d / decide-01
                        :ARG1 (k / kill-01
                              :ARG0 n
                              :ARG1 (p / person
                                    :ARG0-of (p2 / piss-off-02
                                          :ARG1 n)))))
            :mod (p3 / primary)
            :location (h2 / here)))
","(c / contrast-01
      :ARG2 (i2 / issue-02
            :ARG0 (n / nutter
                  :domain (h / he)
                  :ARG0-of (d / decide-01
                        :ARG1 (k / kill-01
                              :ARG0 n
                              :ARG1 (p / person
                                    :ARG0-of (o / or
                                          :op1 (a / anger-01
                                                :ARG1 n)
                                          :op2 (a2 / annoy-01
                                                :ARG1 n))))))
            :mod (p3 / primary)
            :location (h2 / here)))","(c / contrast-01
      :ARG2 (i2 / issue-02
            :ARG0 (n / nutter
                  :domain (h / he)
                  :ARG0-of (d / decide-01
                        :ARG1 (k / kill-01
                              :ARG0 n
                              :ARG1 (p / person
                                    :ARG0-of (o / or
                                          :op1 (a / anger-01
                                                :ARG1 n)
                                          :op2 (a2 / annoy-01
                                                :ARG1 n))))))
            :mod (p3 / primary)
            :location (h2 / here)))","(c / contrast-01
      :ARG2 (i2 / issue-02
            :ARG0 (n / nutter
                  :domain (h / he)
                  :ARG0-of (d / decide-01
                        :ARG1 (k / kill-01
                              :ARG0 n
                              :ARG1 (p / person
                                    :ARG0-of (a / anger-01
                                          :ARG1 h)
                                    :ARG0-of (a2 / annoy-01
                                          :ARG1 h)))))))",gpt4,ldc_slang_034_para
ldc_dfb_training_14016,ldc_slang_034,0,But the primary issue here is that he was a nutter who decided to kill people who pissed him off.,But the primary issue here is that he was a nutter who decided to kill people who urinated him off.,"(c / contrast-01
      :ARG2 (i2 / issue-02
            :ARG0 (n / nutter
                  :domain (h / he)
                  :ARG0-of (d / decide-01
                        :ARG1 (k / kill-01
                              :ARG0 n
                              :ARG1 (p / person
                                    :ARG0-of (p2 / piss-off-02
                                          :ARG1 n)))))
            :mod (p3 / primary)
            :location (h2 / here)))
","(c / contrast-01
      :ARG2 (i2 / issue-02
            :ARG0 (n / nutter
                  :domain (h / he)
                  :ARG0-of (d / decide-01
                        :ARG1 (k / kill-01
                              :ARG0 n
                              :ARG1 (p / person
                                    :ARG0-of (u / urinate-01
                                          :ARG1 n)))))
            :mod (p3 / primary)
            :location (h2 / here)))","(c / contrast-01
      :ARG2 (i2 / issue-02
            :ARG0 (n / nutter
                  :domain (h / he)
                  :ARG0-of (d / decide-01
                        :ARG1 (k / kill-01
                              :ARG0 n
                              :ARG1 (p / person
                                    :ARG0-of (u / urinate-01
                                          :ARG1 n)))))
            :mod (p3 / primary)
            :location (h2 / here)))","(c / contrast-01
      :ARG2 (i2 / issue-02
            :ARG0 (n / nutter
                  :domain (h / he)
                  :ARG0-of (d / decide-01
                        :ARG1 (k / kill-01
                              :ARG0 n
                              :ARG1 (p / person
                                    :ARG0-of (u / urinate-01
                                          :ARG1 h)))))))",gpt4,ldc_slang_034_nonpara
ldc_dfb_training_14016,ldc_slang_035,1,But the primary issue here is that he was a nutter who decided to kill people who pissed him off.,But the primary issue here is that he was a crazy person who decided to kill people who pissed him off.,"(c / contrast-01
      :ARG2 (i2 / issue-02
            :ARG0 (n / nutter
                  :domain (h / he)
                  :ARG0-of (d / decide-01
                        :ARG1 (k / kill-01
                              :ARG0 n
                              :ARG1 (p / person
                                    :ARG0-of (p2 / piss-off-02
                                          :ARG1 n)))))
            :mod (p3 / primary)
            :location (h2 / here)))
","(c / contrast-01
      :ARG2 (i2 / issue-02
            :ARG0 (c2 / crazy
                  :domain (h / he)
                  :ARG0-of (d / decide-01
                        :ARG1 (k / kill-01
                              :ARG0 c2
                              :ARG1 (p / person
                                    :ARG0-of (p2 / piss-off-02
                                          :ARG1 c2)))))
            :mod (p3 / primary)
            :location (h2 / here)))","(c / contrast-01
      :ARG2 (i2 / issue-02
            :ARG0 (c2 / crazy
                  :domain (h / he)
                  :ARG0-of (d / decide-01
                        :ARG1 (k / kill-01
                              :ARG0 c2
                              :ARG1 (p / person
                                    :ARG0-of (p2 / piss-off-02
                                          :ARG1 c2)))))
            :mod (p3 / primary)
            :location (h2 / here)))","(c / contrast-01
      :ARG2 (i2 / issue-02
            :ARG0 (p / person
                  :domain (h / he)
                  :mod (c2 / crazy))
            :ARG0-of (d / decide-01
                  :ARG1 (k / kill-01
                        :ARG0 p
                        :ARG1 (p2 / person
                              :ARG0-of (p3 / piss-off-02
                                    :ARG1 p)))))
      :mod (p4 / primary)
      :location (h2 / here)))",gpt4,ldc_slang_035_para
ldc_dfb_training_14016,ldc_slang_035,0,But the primary issue here is that he was a nutter who decided to kill people who pissed him off.,But the primary issue here is that he was a seeder who decided to kill people who pissed him off.,"(c / contrast-01
      :ARG2 (i2 / issue-02
            :ARG0 (n / nutter
                  :domain (h / he)
                  :ARG0-of (d / decide-01
                        :ARG1 (k / kill-01
                              :ARG0 n
                              :ARG1 (p / person
                                    :ARG0-of (p2 / piss-off-02
                                          :ARG1 n)))))
            :mod (p3 / primary)
            :location (h2 / here)))
","(c / contrast-01
      :ARG2 (i2 / issue-02
            :ARG0 (s / seeder
                  :domain (h / he)
                  :ARG0-of (d / decide-01
                        :ARG1 (k / kill-01
                              :ARG0 s
                              :ARG1 (p / person
                                    :ARG0-of (p2 / piss-off-02
                                          :ARG1 s)))))
            :mod (p3 / primary)
            :location (h2 / here)))","(c / contrast-01
      :ARG2 (i2 / issue-02
            :ARG0 (s / seeder
                  :domain (h / he)
                  :ARG0-of (d / decide-01
                        :ARG1 (k / kill-01
                              :ARG0 s
                              :ARG1 (p / person
                                    :ARG0-of (p2 / piss-off-02
                                          :ARG1 s)))))
            :mod (p3 / primary)
            :location (h2 / here)))","(c / contrast-01
      :ARG2 (i2 / issue-02
            :ARG0 (s / seeder
                  :domain (h / he)
                  :ARG0-of (d / decide-01
                        :ARG1 (k / kill-01
                              :ARG0 s
                              :ARG1 (p / person
                                    :ARG0-of (p2 / piss-off-02
                                          :ARG1 s)))))
            :mod (p3 / primary)
            :location (h2 / here)))",gpt4,ldc_slang_035_nonpara
ldc_dfb_training_24599,ldc_slang_036,1,But the funny thing about nutters is that they don't appreciate being called mad.,But the funny thing about crazy people is that they don't appreciate being called mad.,"(c / contrast-01
      :ARG2 (t / thing
            :ARG1-of (f / funny-02)
            :topic (n / nutter)
            :domain (a / appreciate-02 :polarity -
                  :ARG0 n
                  :ARG1 (c2 / call-01
                        :ARG1 n
                        :ARG2 (m / mad-02
                              :ARG1 n)))))
","(c / contrast-01
      :ARG2 (t / thing
            :ARG1-of (f / funny-02)
            :topic (p / person
                    :mod (c3 / crazy))
            :domain (a / appreciate-02 :polarity -
                  :ARG0 p
                  :ARG1 (c2 / call-01
                        :ARG1 p
                        :ARG2 (m / mad-02
                              :ARG1 p)))))","(c / contrast-01
      :ARG2 (t / thing
            :ARG1-of (f / funny-02)
            :topic (p / person
                    :mod (c3 / crazy))
            :domain (a / appreciate-02 :polarity -
                  :ARG0 p
                  :ARG1 (c2 / call-01
                        :ARG1 p
                        :ARG2 (m / mad-02
                              :ARG1 p)))))","(c / contrast-01
      :ARG2 (t / thing
            :ARG1-of (f / funny-02)
            :topic (p / person
                  :mod (c2 / crazy)
                  :quant (e / every)
                  :ARG1-of (a / appreciate-02 :polarity -
                        :ARG0 p
                        :ARG1 (c3 / call-01
                              :ARG1 p
                              :ARG2 (m / mad-02
                                    :ARG1 p))))))",gpt4,ldc_slang_036_para
